REF_DATE,GEO,DGUID,Inequality measures (5),Coordinate,Year (2):2020[1],Symbol,Year (2):2015[2],Symbol
2021,Victoria,2021A00051001365,Gini index on adjusted household total income,58.3,0.312,,0.344,
2021,Victoria,2021A00051001365,Gini index on adjusted household after-tax income,58.4,0.269,,0.299,
2021,Victoria,2021A00051001365,P90/P10 ratio on adjusted household after-tax income,58.5,3.4,,4.2,
2021,Carbonear,2021A00051001370,Total - Population in private households,59.1,4500,,4645,
2021,Carbonear,2021A00051001370,Gini index on adjusted household market income,59.2,0.531,,0.502,
2021,Carbonear,2021A00051001370,Gini index on adjusted household total income,59.3,0.330,,0.369,
2021,Carbonear,2021A00051001370,Gini index on adjusted household after-tax income,59.4,0.284,,0.322,
2021,Carbonear,2021A00051001370,P90/P10 ratio on adjusted household after-tax income,59.5,3.5,,4.3,
2021,"Division No.  1, Subd. I",2021A00051001374,Total - Population in private households,60.1,320,,300,
2021,"Division No.  1, Subd. I",2021A00051001374,Gini index on adjusted household market income,60.2,0.432,,0.408,
2021,"Division No.  1, Subd. I",2021A00051001374,Gini index on adjusted household total income,60.3,0.299,,0.318,
2021,"Division No.  1, Subd. I",2021A00051001374,Gini index on adjusted household after-tax income,60.4,0.255,,0.278,
2021,"Division No.  1, Subd. I",2021A00051001374,P90/P10 ratio on adjusted household after-tax income,60.5,3.3,,3.9,
2021,Bryant's Cove,2021A00051001375,Total - Population in private households,61.1,345,,395,
2021,Bryant's Cove,2021A00051001375,Gini index on adjusted household market income,61.2,0.476,,0.442,
2021,Bryant's Cove,2021A00051001375,Gini index on adjusted household total income,61.3,0.289,,0.332,
2021,Bryant's Cove,2021A00051001375,Gini index on adjusted household after-tax income,61.4,0.253,,0.288,
2021,Bryant's Cove,2021A00051001375,P90/P10 ratio on adjusted household after-tax income,61.5,3.2,,4.5,
2021,Harbour Grace,2021A00051001379,Total - Population in private households,62.1,2795,,2995,
2021,Harbour Grace,2021A00051001379,Gini index on adjusted household market income,62.2,0.528,,0.516,
2021,Harbour Grace,2021A00051001379,Gini index on adjusted household total income,62.3,0.313,,0.359,
2021,Harbour Grace,2021A00051001379,Gini index on adjusted household after-tax income,62.4,0.269,,0.313,
2021,Harbour Grace,2021A00051001379,P90/P10 ratio on adjusted household after-tax income,62.5,3.5,,4.6,
2021,Upper Island Cove,2021A00051001385,Total - Population in private households,63.1,1405,,1560,
2021,Upper Island Cove,2021A00051001385,Gini index on adjusted household market income,63.2,0.508,,0.478,
2021,Upper Island Cove,2021A00051001385,Gini index on adjusted household total income,63.3,0.293,,0.330,
2021,Upper Island Cove,2021A00051001385,Gini index on adjusted household after-tax income,63.4,0.249,,0.288,
2021,Upper Island Cove,2021A00051001385,P90/P10 ratio on adjusted household after-tax income,63.5,3.1,,4.1,
2021,"Division No.  1, Subd. J",2021A00051001391,Total - Population in private households,64.1,,x,0,...
2021,"Division No.  1, Subd. J",2021A00051001391,Gini index on adjusted household market income,64.2,,x,0,...
2021,"Division No.  1, Subd. J",2021A00051001391,Gini index on adjusted household total income,64.3,,x,0,...
2021,"Division No.  1, Subd. J",2021A00051001391,Gini index on adjusted household after-tax income,64.4,,x,0,...
2021,"Division No.  1, Subd. J",2021A00051001391,P90/P10 ratio on adjusted household after-tax income,64.5,,x,0,...
2021,Bishop's Cove,2021A00051001394,Total - Population in private households,65.1,250,,285,
2021,Bishop's Cove,2021A00051001394,Gini index on adjusted household market income,65.2,0.536,,0.516,
2021,Bishop's Cove,2021A00051001394,Gini index on adjusted household total income,65.3,0.288,,0.314,
2021,Bishop's Cove,2021A00051001394,Gini index on adjusted household after-tax income,65.4,0.240,,0.266,
2021,Bishop's Cove,2021A00051001394,P90/P10 ratio on adjusted household after-tax income,65.5,2.9,,3.3,
2021,Spaniard's Bay,2021A00051001396,Total - Population in private households,66.1,2630,,2655,
2021,Spaniard's Bay,2021A00051001396,Gini index on adjusted household market income,66.2,0.508,,0.481,
2021,Spaniard's Bay,2021A00051001396,Gini index on adjusted household total income,66.3,0.292,,0.332,
2021,Spaniard's Bay,2021A00051001396,Gini index on adjusted household after-tax income,66.4,0.254,,0.290,
2021,Spaniard's Bay,2021A00051001396,P90/P10 ratio on adjusted household after-tax income,66.5,3.2,,4.0,
2021,"Division No.  1, Subd. K",2021A00051001405,Total - Population in private households,67.1,,x,0,...
2021,"Division No.  1, Subd. K",2021A00051001405,Gini index on adjusted household market income,67.2,,x,0,...
2021,"Division No.  1, Subd. K",2021A00051001405,Gini index on adjusted household total income,67.3,,x,0,...
2021,"Division No.  1, Subd. K",2021A00051001405,Gini index on adjusted household after-tax income,67.4,,x,0,...
2021,"Division No.  1, Subd. K",2021A00051001405,P90/P10 ratio on adjusted household after-tax income,67.5,,x,0,...
2021,Bay Roberts,2021A00051001409,Total - Population in private households,68.1,5935,,5965,
2021,Bay Roberts,2021A00051001409,Gini index on adjusted household market income,68.2,0.494,,0.468,
2021,Bay Roberts,2021A00051001409,Gini index on adjusted household total income,68.3,0.320,,0.350,
2021,Bay Roberts,2021A00051001409,Gini index on adjusted household after-tax income,68.4,0.275,,0.306,
2021,Bay Roberts,2021A00051001409,P90/P10 ratio on adjusted household after-tax income,68.5,3.5,,4.3,
2021,"Division No.  1, Subd. L",2021A00051001415,Total - Population in private households,69.1,875,,925,
2021,"Division No.  1, Subd. L",2021A00051001415,Gini index on adjusted household market income,69.2,0.497,,0.513,
2021,"Division No.  1, Subd. L",2021A00051001415,Gini index on adjusted household total income,69.3,0.311,,0.390,
2021,"Division No.  1, Subd. L",2021A00051001415,Gini index on adjusted household after-tax income,69.4,0.268,,0.351,
2021,"Division No.  1, Subd. L",2021A00051001415,P90/P10 ratio on adjusted household after-tax income,69.5,3.5,,4.1,
2021,"Division No.  1, Subd. M",2021A00051001421,Total - Population in private households,70.1,1145,,1075,
2021,"Division No.  1, Subd. M",2021A00051001421,Gini index on adjusted household market income,70.2,0.493,,0.501,
2021,"Division No.  1, Subd. M",2021A00051001421,Gini index on adjusted household total income,70.3,0.326,,0.364,
2021,"Division No.  1, Subd. M",2021A00051001421,Gini index on adjusted household after-tax income,70.4,0.279,,0.306,
2021,"Division No.  1, Subd. M",2021A00051001421,P90/P10 ratio on adjusted household after-tax income,70.5,3.5,,4.2,
2021,North River,2021A00051001426,Total - Population in private households,71.1,580,,570,
2021,North River,2021A00051001426,Gini index on adjusted household market income,71.2,0.492,,0.434,
2021,North River,2021A00051001426,Gini index on adjusted household total income,71.3,0.316,,0.330,
2021,North River,2021A00051001426,Gini index on adjusted household after-tax income,71.4,0.266,,0.288,
2021,North River,2021A00051001426,P90/P10 ratio on adjusted household after-tax income,71.5,3.7,,4.0,
2021,Clarke's Beach,2021A00051001429,Total - Population in private households,72.1,1320,,1305,
2021,Clarke's Beach,2021A00051001429,Gini index on adjusted household market income,72.2,0.500,,0.470,
2021,Clarke's Beach,2021A00051001429,Gini index on adjusted household total income,72.3,0.322,,0.341,
2021,Clarke's Beach,2021A00051001429,Gini index on adjusted household after-tax income,72.4,0.277,,0.304,
2021,Clarke's Beach,2021A00051001429,P90/P10 ratio on adjusted household after-tax income,72.5,3.6,,4.5,
2021,South River,2021A00051001434,Total - Population in private households,73.1,675,,645,
2021,South River,2021A00051001434,Gini index on adjusted household market income,73.2,0.488,,0.448,
2021,South River,2021A00051001434,Gini index on adjusted household total income,73.3,0.315,,0.331,
2021,South River,2021A00051001434,Gini index on adjusted household after-tax income,73.4,0.271,,0.288,
2021,South River,2021A00051001434,P90/P10 ratio on adjusted household after-tax income,73.5,3.3,,3.7,
2021,Cupids,2021A00051001437,Total - Population in private households,74.1,700,,740,
2021,Cupids,2021A00051001437,Gini index on adjusted household market income,74.2,0.490,,0.462,
2021,Cupids,2021A00051001437,Gini index on adjusted household total income,74.3,0.299,,0.328,
2021,Cupids,2021A00051001437,Gini index on adjusted household after-tax income,74.4,0.263,,0.289,
2021,Cupids,2021A00051001437,P90/P10 ratio on adjusted household after-tax income,74.5,3.4,,3.8,
2021,"Division No.  1, Subd. N",2021A00051001441,Total - Population in private households,75.1,355,,370,
2021,"Division No.  1, Subd. N",2021A00051001441,Gini index on adjusted household market income,75.2,0.488,,0.466,
2021,"Division No.  1, Subd. N",2021A00051001441,Gini index on adjusted household total income,75.3,0.283,,0.317,
2021,"Division No.  1, Subd. N",2021A00051001441,Gini index on adjusted household after-tax income,75.4,0.249,,0.274,
2021,"Division No.  1, Subd. N",2021A00051001441,P90/P10 ratio on adjusted household after-tax income,75.5,3.1,,3.6,
2021,Brigus,2021A00051001446,Total - Population in private households,76.1,695,,725,
2021,Brigus,2021A00051001446,Gini index on adjusted household market income,76.2,0.524,,0.544,
2021,Brigus,2021A00051001446,Gini index on adjusted household total income,76.3,0.314,,0.391,
2021,Brigus,2021A00051001446,Gini index on adjusted household after-tax income,76.4,0.264,,0.345,
2021,Brigus,2021A00051001446,P90/P10 ratio on adjusted household after-tax income,76.5,3.2,,4.1,
2021,"Division No.  1, Subd. O",2021A00051001452,Total - Population in private households,77.1,830,,660,
2021,"Division No.  1, Subd. O",2021A00051001452,Gini index on adjusted household market income,77.2,0.533,,0.498,
2021,"Division No.  1, Subd. O",2021A00051001452,Gini index on adjusted household total income,77.3,0.345,,0.370,
2021,"Division No.  1, Subd. O",2021A00051001452,Gini index on adjusted household after-tax income,77.4,0.297,,0.323,
2021,"Division No.  1, Subd. O",2021A00051001452,P90/P10 ratio on adjusted household after-tax income,77.5,3.6,,4.5,
2021,Colliers,2021A00051001456,Total - Population in private households,78.1,615,,655,
2021,Colliers,2021A00051001456,Gini index on adjusted household market income,78.2,0.430,,0.448,
2021,Colliers,2021A00051001456,Gini index on adjusted household total income,78.3,0.261,,0.345,
2021,Colliers,2021A00051001456,Gini index on adjusted household after-tax income,78.4,0.223,,0.300,
2021,Colliers,2021A00051001456,P90/P10 ratio on adjusted household after-tax income,78.5,2.8,,4.5,
2021,Conception Harbour,2021A00051001461,Total - Population in private households,79.1,625,,685,
2021,Conception Harbour,2021A00051001461,Gini index on adjusted household market income,79.2,0.470,,0.428,
2021,Conception Harbour,2021A00051001461,Gini index on adjusted household total income,79.3,0.280,,0.328,
2021,Conception Harbour,2021A00051001461,Gini index on adjusted household after-tax income,79.4,0.241,,0.285,
2021,Conception Harbour,2021A00051001461,P90/P10 ratio on adjusted household after-tax income,79.5,3.1,,4.7,
2021,Avondale,2021A00051001464,Total - Population in private households,80.1,580,,640,
2021,Avondale,2021A00051001464,Gini index on adjusted household market income,80.2,0.566,,0.516,
2021,Avondale,2021A00051001464,Gini index on adjusted household total income,80.3,0.340,,0.395,
2021,Avondale,2021A00051001464,Gini index on adjusted household after-tax income,80.4,0.299,,0.349,
2021,Avondale,2021A00051001464,P90/P10 ratio on adjusted household after-tax income,80.5,3.6,,5.2,
2021,Harbour Main-Chapel's Cove-Lakeview,2021A00051001469,Total - Population in private households,81.1,1065,,1065,
2021,Harbour Main-Chapel's Cove-Lakeview,2021A00051001469,Gini index on adjusted household market income,81.2,0.446,,0.519,
2021,Harbour Main-Chapel's Cove-Lakeview,2021A00051001469,Gini index on adjusted household total income,81.3,0.301,,0.439,
2021,Harbour Main-Chapel's Cove-Lakeview,2021A00051001469,Gini index on adjusted household after-tax income,81.4,0.254,,0.390,
2021,Harbour Main-Chapel's Cove-Lakeview,2021A00051001469,P90/P10 ratio on adjusted household after-tax income,81.5,3.2,,4.2,
2021,Holyrood,2021A00051001472,Total - Population in private households,82.1,2395,,2385,
2021,Holyrood,2021A00051001472,Gini index on adjusted household market income,82.2,0.432,,0.397,
2021,Holyrood,2021A00051001472,Gini index on adjusted household total income,82.3,0.300,,0.316,
2021,Holyrood,2021A00051001472,Gini index on adjusted household after-tax income,82.4,0.255,,0.280,
2021,Holyrood,2021A00051001472,P90/P10 ratio on adjusted household after-tax income,82.5,3.5,,4.1,
2021,Conception Bay South,2021A00051001485,Total - Population in private households,83.1,26755,,25830,
2021,Conception Bay South,2021A00051001485,Gini index on adjusted household market income,83.2,0.403,,0.382,
2021,Conception Bay South,2021A00051001485,Gini index on adjusted household total income,83.3,0.297,,0.313,
2021,Conception Bay South,2021A00051001485,Gini index on adjusted household after-tax income,83.4,0.256,,0.276,
2021,Conception Bay South,2021A00051001485,P90/P10 ratio on adjusted household after-tax income,83.5,3.2,,3.7,
2021,"Division No.  1, Subd. R",2021A00051001490,Total - Population in private households,84.1,265,,320,
2021,"Division No.  1, Subd. R",2021A00051001490,Gini index on adjusted household market income,84.2,0.632,,0.568,
2021,"Division No.  1, Subd. R",2021A00051001490,Gini index on adjusted household total income,84.3,0.328,,0.352,
2021,"Division No.  1, Subd. R",2021A00051001490,Gini index on adjusted household after-tax income,84.4,0.282,,0.312,
2021,"Division No.  1, Subd. R",2021A00051001490,P90/P10 ratio on adjusted household after-tax income,84.5,3.7,,4.7,
2021,Wabana,2021A00051001494,Total - Population in private households,85.1,1810,,2135,
2021,Wabana,2021A00051001494,Gini index on adjusted household market income,85.2,0.674,,0.643,
2021,Wabana,2021A00051001494,Gini index on adjusted household total income,85.3,0.344,,0.374,
2021,Wabana,2021A00051001494,Gini index on adjusted household after-tax income,85.4,0.301,,0.335,
2021,Wabana,2021A00051001494,P90/P10 ratio on adjusted household after-tax income,85.5,4.0,,4.8,
2021,Portugal Cove-St. Philip's,2021A00051001504,Total - Population in private households,86.1,8415,,8125,
2021,Portugal Cove-St. Philip's,2021A00051001504,Gini index on adjusted household market income,86.2,0.408,,0.404,
2021,Portugal Cove-St. Philip's,2021A00051001504,Gini index on adjusted household total income,86.3,0.324,,0.349,
2021,Portugal Cove-St. Philip's,2021A00051001504,Gini index on adjusted household after-tax income,86.4,0.276,,0.308,
2021,Portugal Cove-St. Philip's,2021A00051001504,P90/P10 ratio on adjusted household after-tax income,86.5,3.6,,4.0,
2021,Pouch Cove,2021A00051001505,Total - Population in private households,87.1,2055,,2070,
2021,Pouch Cove,2021A00051001505,Gini index on adjusted household market income,87.2,0.422,,0.398,
2021,Pouch Cove,2021A00051001505,Gini index on adjusted household total income,87.3,0.295,,0.313,
2021,Pouch Cove,2021A00051001505,Gini index on adjusted household after-tax income,87.4,0.251,,0.277,
2021,Pouch Cove,2021A00051001505,P90/P10 ratio on adjusted household after-tax income,87.5,3.1,,3.7,
